Active;Name;Categories;Price;Reference;Short description;Description;Meta description
1;Adidas Campus 00s;Sneakers|Adidas;87,04;SB-ADI-CAMPUS-00S;Agrégat FR SneakerBot — 40 sources.;Prix min 65.00 €, max 113.75 €, moyenne 87.04 €. Mise à jour : 2026-03-28 18:41:31.;Adidas Campus 00s — à partir de 65 € (marché FR).
1;Adidas Campus 00s Women;Sneakers|Adidas;115,00;SB-ADI-CAMPUS-00S-WOM;Agrégat FR SneakerBot — 32 sources.;Prix min 85.00 €, max 155.00 €, moyenne 115.00 €. Mise à jour : 2026-03-28 18:41:31.;Adidas Campus 00s Women — à partir de 85 € (marché FR).
1;Adidas Campus 80s;Sneakers|Adidas;86,08;SB-ADI-CAMPUS-80S;Agrégat FR SneakerBot — 40 sources.;Prix min 65.00 €, max 113.75 €, moyenne 86.08 €. Mise à jour : 2026-03-28 18:41:31.;Adidas Campus 80s — à partir de 65 € (marché FR).
1;Adidas Forum Bold Women;Sneakers|Adidas;128,00;SB-ADI-FORUM-BOLD-WOM;Agrégat FR SneakerBot — 31 sources.;Prix min 95.00 €, max 170.00 €, moyenne 128.00 €. Mise à jour : 2026-03-28 18:41:31.;Adidas Forum Bold Women — à partir de 95 € (marché FR).
1;Adidas Forum High;Sneakers|Adidas;98,35;SB-ADI-FORUM-HIGH;Agrégat FR SneakerBot — 35 sources.;Prix min 74.95 €, max 130.00 €, moyenne 98.35 €. Mise à jour : 2026-03-28 18:41:31.;Adidas Forum High — à partir de 75 € (marché FR).
1;Adidas Forum Low;Sneakers|Adidas;87,99;SB-ADI-FORUM-LOW;Agrégat FR SneakerBot — 42 sources.;Prix min 65.00 €, max 113.75 €, moyenne 87.99 €. Mise à jour : 2026-03-28 18:41:31.;Adidas Forum Low — à partir de 65 € (marché FR).
1;Adidas Gazelle Bold;Sneakers|Adidas;95,41;SB-ADI-GAZELLE-BOLD;Agrégat FR SneakerBot — 44 sources.;Prix min 70.00 €, max 122.50 €, moyenne 95.41 €. Mise à jour : 2026-03-28 18:41:31.;Adidas Gazelle Bold — à partir de 70 € (marché FR).
1;Adidas Gazelle Bold Women;Sneakers|Adidas;118,00;SB-ADI-GAZELLE-BOLD-W;Agrégat FR SneakerBot — 38 sources.;Prix min 90.00 €, max 160.00 €, moyenne 118.00 €. Mise à jour : 2026-03-28 18:41:31.;Adidas Gazelle Bold Women — à partir de 90 € (marché FR).
1;Adidas Gazelle Indoor;Sneakers|Adidas;96,39;SB-ADI-GAZELLE-INDOOR;Agrégat FR SneakerBot — 40 sources.;Prix min 70.00 €, max 122.50 €, moyenne 96.39 €. Mise à jour : 2026-03-28 18:41:31.;Adidas Gazelle Indoor — à partir de 70 € (marché FR).
1;Adidas Handball Spezial Women;Sneakers|Adidas;120,00;SB-ADI-HANDBALL-SPEZI;Agrégat FR SneakerBot — 38 sources.;Prix min 90.00 €, max 160.00 €, moyenne 120.00 €. Mise à jour : 2026-03-28 18:41:31.;Adidas Handball Spezial Women — à partir de 90 € (marché FR).
1;Adidas Samba Classic;Sneakers|Adidas;102,46;SB-ADI-SAMBA-CLASSIC;Agrégat FR SneakerBot — 36 sources.;Prix min 74.95 €, max 131.16 €, moyenne 102.46 €. Mise à jour : 2026-03-28 18:41:31.;Adidas Samba Classic — à partir de 75 € (marché FR).
1;Adidas Samba OG;Sneakers|Adidas;105,01;SB-ADI-SAMBA-OG;Agrégat FR SneakerBot — 41 sources.;Prix min 74.95 €, max 131.16 €, moyenne 105.01 €. Mise à jour : 2026-03-28 18:41:31.;Adidas Samba OG — à partir de 75 € (marché FR).
1;Adidas Samba OG Women;Sneakers|Adidas;109,55;SB-ADI-SAMBA-OG-WOMEN;Agrégat FR SneakerBot — 26 sources.;Prix min 80.00 €, max 135.00 €, moyenne 109.55 €. Mise à jour : 2026-03-28 18:41:31.;Adidas Samba OG Women — à partir de 80 € (marché FR).
1;Adidas SL 72 OG Women;Sneakers|Adidas;84,91;SB-ADI-SL-72-OG-WOMEN;Agrégat FR SneakerBot — 31 sources.;Prix min 64.95 €, max 110.00 €, moyenne 84.91 €. Mise à jour : 2026-03-28 18:41:31.;Adidas SL 72 OG Women — à partir de 65 € (marché FR).
1;Adidas Stan Smith;Sneakers|Adidas;115,64;SB-ADI-STAN-SMITH;Agrégat FR SneakerBot — 38 sources.;Prix min 85.00 €, max 148.75 €, moyenne 115.64 €. Mise à jour : 2026-03-28 18:41:31.;Adidas Stan Smith — à partir de 85 € (marché FR).
1;Adidas Stan Smith Recon;Sneakers|Adidas;100,20;SB-ADI-STAN-SMITH-REC;Agrégat FR SneakerBot — 33 sources.;Prix min 74.95 €, max 131.16 €, moyenne 100.20 €. Mise à jour : 2026-03-28 18:41:31.;Adidas Stan Smith Recon — à partir de 75 € (marché FR).
1;Adidas Superstar;Sneakers|Adidas;126,40;SB-ADI-SUPERSTAR;Agrégat FR SneakerBot — 34 sources.;Prix min 89.95 €, max 157.41 €, moyenne 126.40 €. Mise à jour : 2026-03-28 18:41:31.;Adidas Superstar — à partir de 90 € (marché FR).
1;Adidas Superstar XLG;Sneakers|Adidas;116,48;SB-ADI-SUPERSTAR-XLG;Agrégat FR SneakerBot — 24 sources.;Prix min 89.95 €, max 144.00 €, moyenne 116.48 €. Mise à jour : 2026-03-28 18:41:31.;Adidas Superstar XLG — à partir de 90 € (marché FR).
1;Asics Gel-1130;Sneakers|Asics;101,37;SB-ASI-GEL-1130;Agrégat FR SneakerBot — 36 sources.;Prix min 78.20 €, max 135.00 €, moyenne 101.37 €. Mise à jour : 2026-03-28 18:41:31.;Asics Gel-1130 — à partir de 78 € (marché FR).
1;Asics Gel-1130 Premium;Sneakers|Asics;95,83;SB-ASI-GEL-1130-PREMI;Agrégat FR SneakerBot — 33 sources.;Prix min 69.95 €, max 122.41 €, moyenne 95.83 €. Mise à jour : 2026-03-28 18:41:31.;Asics Gel-1130 Premium — à partir de 70 € (marché FR).
1;Asics Gel-1130 Women;Sneakers|Asics;112,00;SB-ASI-GEL-1130-WOMEN;Agrégat FR SneakerBot — 34 sources.;Prix min 85.00 €, max 150.00 €, moyenne 112.00 €. Mise à jour : 2026-03-28 18:41:31.;Asics Gel-1130 Women — à partir de 85 € (marché FR).
1;Asics Gel-Cumulus 26;Sneakers|Asics;138,82;SB-ASI-GEL-CUMULUS-26;Agrégat FR SneakerBot — 35 sources.;Prix min 104.00 €, max 182.00 €, moyenne 138.82 €. Mise à jour : 2026-03-28 18:41:31.;Asics Gel-Cumulus 26 — à partir de 104 € (marché FR).
1;Asics Gel-Kayano 14;Sneakers|Asics;148,44;SB-ASI-GEL-KAYANO-14;Agrégat FR SneakerBot — 27 sources.;Prix min 109.00 €, max 190.75 €, moyenne 148.44 €. Mise à jour : 2026-03-28 18:41:31.;Asics Gel-Kayano 14 — à partir de 109 € (marché FR).
1;Asics Gel-Kayano 14 Vintage;Sneakers|Asics;93,93;SB-ASI-GEL-KAYANO-14-;Agrégat FR SneakerBot — 29 sources.;Prix min 70.00 €, max 120.00 €, moyenne 93.93 €. Mise à jour : 2026-03-28 18:41:31.;Asics Gel-Kayano 14 Vintage — à partir de 70 € (marché FR).
1;Asics Gel-Kayano 14 Women;Sneakers|Asics;172,00;SB-ASI-GEL-KAYANO-14-;Agrégat FR SneakerBot — 29 sources.;Prix min 130.00 €, max 230.00 €, moyenne 172.00 €. Mise à jour : 2026-03-28 18:41:31.;Asics Gel-Kayano 14 Women — à partir de 130 € (marché FR).
1;Asics Gel-Lyte III OG;Sneakers|Asics;126,18;SB-ASI-GEL-LYTE-III-O;Agrégat FR SneakerBot — 37 sources.;Prix min 89.95 €, max 157.41 €, moyenne 126.18 €. Mise à jour : 2026-03-28 18:41:31.;Asics Gel-Lyte III OG — à partir de 90 € (marché FR).
1;Asics Gel-Nimbus 9;Sneakers|Asics;135,24;SB-ASI-GEL-NIMBUS-9;Agrégat FR SneakerBot — 31 sources.;Prix min 99.90 €, max 174.83 €, moyenne 135.24 €. Mise à jour : 2026-03-28 18:41:31.;Asics Gel-Nimbus 9 — à partir de 100 € (marché FR).
1;Asics Gel-Nimbus 9 Women;Sneakers|Asics;158,00;SB-ASI-GEL-NIMBUS-9-W;Agrégat FR SneakerBot — 32 sources.;Prix min 120.00 €, max 210.00 €, moyenne 158.00 €. Mise à jour : 2026-03-28 18:41:31.;Asics Gel-Nimbus 9 Women — à partir de 120 € (marché FR).
1;Asics GT-2160;Sneakers|Asics;124,06;SB-ASI-GT-2160;Agrégat FR SneakerBot — 35 sources.;Prix min 91.00 €, max 159.25 €, moyenne 124.06 €. Mise à jour : 2026-03-28 18:41:31.;Asics GT-2160 — à partir de 91 € (marché FR).
1;Asics GT-2160 Premium;Sneakers|Asics;105,21;SB-ASI-GT-2160-PREMIU;Agrégat FR SneakerBot — 35 sources.;Prix min 79.99 €, max 135.00 €, moyenne 105.21 €. Mise à jour : 2026-03-28 18:41:31.;Asics GT-2160 Premium — à partir de 80 € (marché FR).
1;Asics GT-2160 Women;Sneakers|Asics;122,00;SB-ASI-GT-2160-WOMEN;Agrégat FR SneakerBot — 32 sources.;Prix min 95.00 €, max 165.00 €, moyenne 122.00 €. Mise à jour : 2026-03-28 18:41:31.;Asics GT-2160 Women — à partir de 95 € (marché FR).
1;Converse All Star Hi;Sneakers|Converse;74,70;SB-CON-ALL-STAR-HI;Agrégat FR SneakerBot — 32 sources.;Prix min 55.00 €, max 96.25 €, moyenne 74.70 €. Mise à jour : 2026-03-28 18:41:31.;Converse All Star Hi — à partir de 55 € (marché FR).
1;Converse All Star Lift Women;Sneakers|Converse;98,00;SB-CON-ALL-STAR-LIFT-;Agrégat FR SneakerBot — 24 sources.;Prix min 70.00 €, max 135.00 €, moyenne 98.00 €. Mise à jour : 2026-03-28 18:41:31.;Converse All Star Lift Women — à partir de 70 € (marché FR).
1;Converse All Star Low;Sneakers|Converse;78,15;SB-CON-ALL-STAR-LOW;Agrégat FR SneakerBot — 23 sources.;Prix min 60.00 €, max 95.00 €, moyenne 78.15 €. Mise à jour : 2026-03-28 18:41:31.;Converse All Star Low — à partir de 60 € (marché FR).
1;Converse Chuck 70 Hi;Sneakers|Converse;99,76;SB-CON-CHUCK-70-HI;Agrégat FR SneakerBot — 33 sources.;Prix min 70.00 €, max 122.50 €, moyenne 99.76 €. Mise à jour : 2026-03-28 18:41:31.;Converse Chuck 70 Hi — à partir de 70 € (marché FR).
1;Converse Chuck 70 Low;Sneakers|Converse;107,50;SB-CON-CHUCK-70-LOW;Agrégat FR SneakerBot — 25 sources.;Prix min 75.00 €, max 131.25 €, moyenne 107.50 €. Mise à jour : 2026-03-28 18:41:31.;Converse Chuck 70 Low — à partir de 75 € (marché FR).
1;Converse Chuck 70 Plus;Sneakers|Converse;92,99;SB-CON-CHUCK-70-PLUS;Agrégat FR SneakerBot — 20 sources.;Prix min 70.00 €, max 119.95 €, moyenne 92.99 €. Mise à jour : 2026-03-28 18:41:31.;Converse Chuck 70 Plus — à partir de 70 € (marché FR).
1;Converse Chuck 70 Women;Sneakers|Converse;102,00;SB-CON-CHUCK-70-WOMEN;Agrégat FR SneakerBot — 29 sources.;Prix min 75.00 €, max 135.00 €, moyenne 102.00 €. Mise à jour : 2026-03-28 18:41:31.;Converse Chuck 70 Women — à partir de 75 € (marché FR).
1;Converse One Star Pro;Sneakers|Converse;73,41;SB-CON-ONE-STAR-PRO;Agrégat FR SneakerBot — 21 sources.;Prix min 54.00 €, max 94.50 €, moyenne 73.41 €. Mise à jour : 2026-03-28 18:41:31.;Converse One Star Pro — à partir de 54 € (marché FR).
1;Converse One Star Women;Sneakers|Converse;74,01;SB-CON-ONE-STAR-WOMEN;Agrégat FR SneakerBot — 26 sources.;Prix min 55.95 €, max 95.00 €, moyenne 74.01 €. Mise à jour : 2026-03-28 18:41:31.;Converse One Star Women — à partir de 56 € (marché FR).
1;Converse Pro Leather Low;Sneakers|Converse;85,00;SB-CON-PRO-LEATHER-LO;Agrégat FR SneakerBot — 32 sources.;Prix min 60.00 €, max 120.00 €, moyenne 85.00 €. Mise à jour : 2026-03-28 18:41:31.;Converse Pro Leather Low — à partir de 60 € (marché FR).
1;Converse Run Star Hike Hi;Sneakers|Converse;113,55;SB-CON-RUN-STAR-HIKE-;Agrégat FR SneakerBot — 17 sources.;Prix min 83.95 €, max 146.91 €, moyenne 113.55 €. Mise à jour : 2026-03-28 18:41:31.;Converse Run Star Hike Hi — à partir de 84 € (marché FR).
1;Converse Run Star Hike Low;Sneakers|Converse;98,20;SB-CON-RUN-STAR-HIKE-;Agrégat FR SneakerBot — 27 sources.;Prix min 70.00 €, max 122.50 €, moyenne 98.20 €. Mise à jour : 2026-03-28 18:41:31.;Converse Run Star Hike Low — à partir de 70 € (marché FR).
1;Converse Run Star Hike Women;Sneakers|Converse;92,88;SB-CON-RUN-STAR-HIKE-;Agrégat FR SneakerBot — 26 sources.;Prix min 70.00 €, max 120.00 €, moyenne 92.88 €. Mise à jour : 2026-03-28 18:41:31.;Converse Run Star Hike Women — à partir de 70 € (marché FR).
1;New Balance 1906R Metallic;Sneakers|New Balance;121,70;SB-NEW-1906R-METALLIC;Agrégat FR SneakerBot — 40 sources.;Prix min 90.00 €, max 160.00 €, moyenne 121.70 €. Mise à jour : 2026-03-28 18:41:31.;New Balance 1906R Metallic — à partir de 90 € (marché FR).
1;New Balance 1906R Protection Pack;Sneakers|New Balance;128,00;SB-NEW-1906R-PROTECTI;Agrégat FR SneakerBot — 29 sources.;Prix min 94.99 €, max 170.00 €, moyenne 128.00 €. Mise à jour : 2026-03-28 18:41:31.;New Balance 1906R Protection Pack — à partir de 95 € (marché FR).
1;New Balance 2002R Gore-Tex;Sneakers|New Balance;116,27;SB-NEW-2002R-GORE-TEX;Agrégat FR SneakerBot — 33 sources.;Prix min 90.00 €, max 155.00 €, moyenne 116.27 €. Mise à jour : 2026-03-28 18:41:31.;New Balance 2002R Gore-Tex — à partir de 90 € (marché FR).
1;New Balance 2002R Protection Pack;Sneakers|New Balance;128,29;SB-NEW-2002R-PROTECTI;Agrégat FR SneakerBot — 37 sources.;Prix min 94.99 €, max 170.00 €, moyenne 128.29 €. Mise à jour : 2026-03-28 18:41:31.;New Balance 2002R Protection Pack — à partir de 95 € (marché FR).
1;New Balance 2002R Women;Sneakers|New Balance;108,11;SB-NEW-2002R-WOMEN;Agrégat FR SneakerBot — 28 sources.;Prix min 82.00 €, max 135.00 €, moyenne 108.11 €. Mise à jour : 2026-03-28 18:41:31.;New Balance 2002R Women — à partir de 82 € (marché FR).
1;New Balance 327 Women;Sneakers|New Balance;118,00;SB-NEW-327-WOMEN;Agrégat FR SneakerBot — 23 sources.;Prix min 90.00 €, max 155.00 €, moyenne 118.00 €. Mise à jour : 2026-03-28 18:41:31.;New Balance 327 Women — à partir de 90 € (marché FR).
1;New Balance 530 Silver;Sneakers|New Balance;106,70;SB-NEW-530-SILVER;Agrégat FR SneakerBot — 29 sources.;Prix min 80.00 €, max 140.00 €, moyenne 106.70 €. Mise à jour : 2026-03-28 18:41:31.;New Balance 530 Silver — à partir de 80 € (marché FR).
1;New Balance 530 White;Sneakers|New Balance;115,65;SB-NEW-530-WHITE;Agrégat FR SneakerBot — 36 sources.;Prix min 82.67 €, max 148.81 €, moyenne 115.65 €. Mise à jour : 2026-03-28 18:41:31.;New Balance 530 White — à partir de 83 € (marché FR).
1;New Balance 530 Women;Sneakers|New Balance;120,00;SB-NEW-530-WOMEN;Agrégat FR SneakerBot — 29 sources.;Prix min 90.00 €, max 160.00 €, moyenne 120.00 €. Mise à jour : 2026-03-28 18:41:31.;New Balance 530 Women — à partir de 90 € (marché FR).
1;New Balance 550 White Green;Sneakers|New Balance;113,59;SB-NEW-550-WHITE-GREE;Agrégat FR SneakerBot — 34 sources.;Prix min 79.99 €, max 143.98 €, moyenne 113.59 €. Mise à jour : 2026-03-28 18:41:31.;New Balance 550 White Green — à partir de 80 € (marché FR).
1;New Balance 550 White Navy;Sneakers|New Balance;111,68;SB-NEW-550-WHITE-NAVY;Agrégat FR SneakerBot — 28 sources.;Prix min 79.99 €, max 140.00 €, moyenne 111.68 €. Mise à jour : 2026-03-28 18:41:31.;New Balance 550 White Navy — à partir de 80 € (marché FR).
1;New Balance 550 Women;Sneakers|New Balance;106,98;SB-NEW-550-WOMEN;Agrégat FR SneakerBot — 27 sources.;Prix min 75.00 €, max 135.00 €, moyenne 106.98 €. Mise à jour : 2026-03-28 18:41:31.;New Balance 550 Women — à partir de 75 € (marché FR).
1;New Balance 574 Core;Sneakers|New Balance;107,92;SB-NEW-574-CORE;Agrégat FR SneakerBot — 26 sources.;Prix min 77.95 €, max 135.00 €, moyenne 107.92 €. Mise à jour : 2026-03-28 18:41:31.;New Balance 574 Core — à partir de 78 € (marché FR).
1;New Balance 574 Legacy;Sneakers|New Balance;104,04;SB-NEW-574-LEGACY;Agrégat FR SneakerBot — 30 sources.;Prix min 75.00 €, max 135.00 €, moyenne 104.04 €. Mise à jour : 2026-03-28 18:41:31.;New Balance 574 Legacy — à partir de 75 € (marché FR).
1;New Balance 574 Women;Sneakers|New Balance;112,00;SB-NEW-574-WOMEN;Agrégat FR SneakerBot — 29 sources.;Prix min 85.00 €, max 150.00 €, moyenne 112.00 €. Mise à jour : 2026-03-28 18:41:31.;New Balance 574 Women — à partir de 85 € (marché FR).
1;New Balance 9060 Women;Sneakers|New Balance;165,00;SB-NEW-9060-WOMEN;Agrégat FR SneakerBot — 33 sources.;Prix min 130.00 €, max 220.00 €, moyenne 165.00 €. Mise à jour : 2026-03-28 18:41:31.;New Balance 9060 Women — à partir de 130 € (marché FR).
1;New Balance 990v6 Made in USA;Sneakers|New Balance;230,00;SB-NEW-990V6-MADE-IN-;Agrégat FR SneakerBot — 29 sources.;Prix min 180.00 €, max 280.00 €, moyenne 230.00 €. Mise à jour : 2026-03-28 18:41:31.;New Balance 990v6 Made in USA — à partir de 180 € (marché FR).
1;Nike Air Force 1 High;Sneakers|Nike;125,67;SB-NIK-AIR-FORCE-1-HI;Agrégat FR SneakerBot — 45 sources.;Prix min 90.99 €, max 159.23 €, moyenne 125.67 €. Mise à jour : 2026-03-28 18:41:31.;Nike Air Force 1 High — à partir de 91 € (marché FR).
1;Nike Air Force 1 Low;Sneakers|Nike;115,50;SB-NIK-AIR-FORCE-1-LO;Agrégat FR SneakerBot — 46 sources.;Prix min 79.99 €, max 139.98 €, moyenne 115.50 €. Mise à jour : 2026-03-28 18:41:31.;Nike Air Force 1 Low — à partir de 80 € (marché FR).
1;Nike Air Force 1 Low Women;Sneakers|Nike;118,00;SB-NIK-AIR-FORCE-1-LO;Agrégat FR SneakerBot — 34 sources.;Prix min 85.00 €, max 160.00 €, moyenne 118.00 €. Mise à jour : 2026-03-28 18:41:31.;Nike Air Force 1 Low Women — à partir de 85 € (marché FR).
1;Nike Air Force 1 Mid;Sneakers|Nike;128,68;SB-NIK-AIR-FORCE-1-MI;Agrégat FR SneakerBot — 42 sources.;Prix min 90.99 €, max 159.23 €, moyenne 128.68 €. Mise à jour : 2026-03-28 18:41:31.;Nike Air Force 1 Mid — à partir de 91 € (marché FR).
1;Nike Air Jordan 1 High OG;Sneakers|Nike;185,00;SB-NIK-AIR-JORDAN-1-H;Agrégat FR SneakerBot — 48 sources.;Prix min 120.00 €, max 250.00 €, moyenne 185.00 €. Mise à jour : 2026-03-28 18:41:31.;Nike Air Jordan 1 High OG — à partir de 120 € (marché FR).
1;Nike Air Jordan 1 Low;Sneakers|Nike;119,31;SB-NIK-AIR-JORDAN-1-L;Agrégat FR SneakerBot — 43 sources.;Prix min 89.99 €, max 157.48 €, moyenne 119.31 €. Mise à jour : 2026-03-28 18:41:31.;Nike Air Jordan 1 Low — à partir de 90 € (marché FR).
1;Nike Air Jordan 1 Low Women;Sneakers|Nike;128,00;SB-NIK-AIR-JORDAN-1-L;Agrégat FR SneakerBot — 36 sources.;Prix min 95.00 €, max 175.00 €, moyenne 128.00 €. Mise à jour : 2026-03-28 18:41:31.;Nike Air Jordan 1 Low Women — à partir de 95 € (marché FR).
1;Nike Air Jordan 1 Mid;Sneakers|Nike;118,45;SB-NIK-AIR-JORDAN-1-M;Agrégat FR SneakerBot — 40 sources.;Prix min 89.99 €, max 150.00 €, moyenne 118.45 €. Mise à jour : 2026-03-28 18:41:31.;Nike Air Jordan 1 Mid — à partir de 90 € (marché FR).
1;Nike Air Jordan 1 Mid Women;Sneakers|Nike;138,00;SB-NIK-AIR-JORDAN-1-M;Agrégat FR SneakerBot — 44 sources.;Prix min 100.00 €, max 190.00 €, moyenne 138.00 €. Mise à jour : 2026-03-28 18:41:31.;Nike Air Jordan 1 Mid Women — à partir de 100 € (marché FR).
1;Nike Air Max 90 Essential;Sneakers|Nike;126,43;SB-NIK-AIR-MAX-90-ESS;Agrégat FR SneakerBot — 41 sources.;Prix min 94.99 €, max 159.99 €, moyenne 126.43 €. Mise à jour : 2026-03-28 18:41:31.;Nike Air Max 90 Essential — à partir de 95 € (marché FR).
1;Nike Air Max 90 Gore-Tex;Sneakers|Nike;132,66;SB-NIK-AIR-MAX-90-GOR;Agrégat FR SneakerBot — 51 sources.;Prix min 94.99 €, max 166.23 €, moyenne 132.66 €. Mise à jour : 2026-03-28 18:41:31.;Nike Air Max 90 Gore-Tex — à partir de 95 € (marché FR).
1;Nike Air Max 90 Premium;Sneakers|Nike;130,89;SB-NIK-AIR-MAX-90-PRE;Agrégat FR SneakerBot — 42 sources.;Prix min 94.99 €, max 166.23 €, moyenne 130.89 €. Mise à jour : 2026-03-28 18:41:31.;Nike Air Max 90 Premium — à partir de 95 € (marché FR).
